set_num;name;year;theme_id;theme_name;num_parts;img_url;Price
75341-1;Luke Skywalker's Landspeeder;2022;171;Ultimate Collector Series;1890;https://cdn.rebrickable.com/media/sets/75341-1.jpg;239.99
10306-1;Atari 2600;2022;721;Icons;2532;https://cdn.rebrickable.com/media/sets/10306-1.jpg;239.99
21184-1;The Bakery;2022;577;Minecraft;154;https://cdn.rebrickable.com/media/sets/21184-1.jpg;24.99
21180-1;The Guardian Battle;2022;577;Minecraft;255;https://cdn.rebrickable.com/media/sets/21180-1.jpg;24.99
76226-1;Spider-Man;2022;706;Spider-Man;262;https://cdn.rebrickable.com/media/sets/76226-1.jpg;24.99
21179-1;The Mushroom House;2022;577;Minecraft;272;https://cdn.rebrickable.com/media/sets/21179-1.jpg;24.99
76230-1;Venom;2022;706;Spider-Man;296;https://cdn.rebrickable.com/media/sets/76230-1.jpg;24.99
42130-1;BMW Motorrad M 1000 RR;2022;1;Technic;1918;https://cdn.rebrickable.com/media/sets/42130-1.jpg;249.99
21337-1;Table Football;2022;576;LEGO Ideas and CUUSOO;2339;https://cdn.rebrickable.com/media/sets/21337-1.jpg;249.99
76218-1;Sanctum Sanctorum;2022;702;Avengers;2713;https://cdn.rebrickable.com/media/sets/76218-1.jpg;249.99
71411-1;The Mighty Bowser;2022;690;Super Mario;2807;https://cdn.rebrickable.com/media/sets/71411-1.jpg;269.99
10969-1;Fire Truck;2022;632;Town;21;https://cdn.rebrickable.com/media/sets/10969-1.jpg;29.99
10962-1;Buzz Lightyear's Planetary Mission;2022;633;Toy Story;37;https://cdn.rebrickable.com/media/sets/10962-1.jpg;29.99
43204-1;Anna and Olaf's Castle Fun;2022;687;Frozen;108;https://cdn.rebrickable.com/media/sets/43204-1.jpg;29.99
71406-1;Yoshi's Gift House Expansion Set;2022;690;Super Mario;246;https://cdn.rebrickable.com/media/sets/71406-1.jpg;29.99
75333-1;Obi-Wan Kenobi's Jedi Starfighter;2022;158;Star Wars;282;https://cdn.rebrickable.com/media/sets/75333-1.jpg;29.99
41699-1;Pet Adoption Café;2022;494;Friends;292;https://cdn.rebrickable.com/media/sets/41699-1.jpg;29.99
11019-1;Bricks and Functions;2022;621;Classic;500;https://cdn.rebrickable.com/media/sets/11019-1.jpg;29.99
21335-1;Motorized Lighthouse;2022;576;LEGO Ideas and CUUSOO;2065;https://cdn.rebrickable.com/media/sets/21335-1.jpg;299.99
10976-1;Santa's Gingerbread House;2022;504;Duplo;50;https://cdn.rebrickable.com/media/sets/10976-1.jpg;34.99
75332-1;AT-ST;2022;158;Star Wars;87;https://cdn.rebrickable.com/media/sets/75332-1.jpg;34.99
60341-1;The Knockdown Stunt Challenge;2022;744;Stuntz;117;https://cdn.rebrickable.com/media/sets/60341-1.jpg;34.99
60342-1;The Shark Attack Stunt Challenge;2022;744;Stuntz;122;https://cdn.rebrickable.com/media/sets/60342-1.jpg;34.99
75324-1;Dark Trooper Attack;2022;158;Star Wars;166;https://cdn.rebrickable.com/media/sets/75324-1.jpg;34.99
76946-1;Blue & Beta Velociraptor Capture;2022;602;Jurassic World;181;https://cdn.rebrickable.com/media/sets/76946-1.jpg;34.99
76831-1;Zurg Battle;2022;608;Disney;261;https://cdn.rebrickable.com/media/sets/76831-1.jpg;34.99
21185-1;The Nether Bastion;2022;577;Minecraft;300;https://cdn.rebrickable.com/media/sets/21185-1.jpg;34.99
21181-1;The Rabbit Ranch;2022;577;Minecraft;340;https://cdn.rebrickable.com/media/sets/21181-1.jpg;34.99
76213-1;King Namor's Throne Room;2022;696;Super Heroes Marvel;355;https://cdn.rebrickable.com/media/sets/76213-1.jpg;34.99
21189-1;The Skeleton Dungeon;2022;577;Minecraft;364;https://cdn.rebrickable.com/media/sets/21189-1.jpg;34.99
42136-1;John Deere 9620R 4WD Tractor;2022;1;Technic;390;https://cdn.rebrickable.com/media/sets/42136-1.jpg;34.99
41960-1;Big Box;2022;688;DOTS;479;https://cdn.rebrickable.com/media/sets/41960-1.jpg;34.99
31130-1;Sunken Treasure Mission;2022;672;Creator 3-in-1;522;https://cdn.rebrickable.com/media/sets/31130-1.jpg;34.99
76909-1;Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One;2022;601;Speed Champions;571;https://cdn.rebrickable.com/media/sets/76909-1.jpg;34.99
76215-1;Black Panther;2022;696;Super Heroes Marvel;2961;https://cdn.rebrickable.com/media/sets/76215-1.jpg;349.99
60353-1;Wild Animal Rescue Missions;2022;52;City;246;https://cdn.rebrickable.com/media/sets/60353-1.jpg;39.99
75342-1;Republic Fighter Tank;2022;158;Star Wars;262;https://cdn.rebrickable.com/media/sets/75342-1.jpg;39.99
60355-1;Water Police Detective Missions;2022;61;Police;278;https://cdn.rebrickable.com/media/sets/60355-1.jpg;39.99
60354-1;Mars Spacecraft Exploration Missions;2022;52;City;298;https://cdn.rebrickable.com/media/sets/60354-1.jpg;39.99
80030-1;Monkie Kid's Staff Creations;2022;693;Monkie Kid;310;https://cdn.rebrickable.com/media/sets/80030-1.jpg;39.99
40560-1;Professors of Hogwarts;2022;610;Brickheadz;605;https://cdn.rebrickable.com/media/sets/40560-1.jpg;39.99
40521-1;Mini Disney The Haunted Mansion;2022;608;Disney;680;https://cdn.rebrickable.com/media/sets/40521-1.jpg;39.99
41962-1;Unicorn Creative Family Pack;2022;688;DOTS;812;https://cdn.rebrickable.com/media/sets/41962-1.jpg;39.99
10303-1;Loop Coaster;2022;721;Icons;3756;https://cdn.rebrickable.com/media/sets/10303-1.jpg;399.99
10305-1;Lion Knights' Castle;2022;721;Icons;4515;https://cdn.rebrickable.com/media/sets/10305-1.jpg;399.99
10299-1;Real Madrid Santiago Bernabeu Stadium;2022;721;Icons;5876;https://cdn.rebrickable.com/media/sets/10299-1.jpg;399.99
10966-1;Bath Time Fun: Floating Animal Island;2022;504;Duplo;21;https://cdn.rebrickable.com/media/sets/10966-1.jpg;44.99
43208-1;Jasmine and Mulan's Adventure;2022;579;Disney Princess;176;https://cdn.rebrickable.com/media/sets/43208-1.jpg;44.99
76950-1;Triceratops Pickup Truck Ambush;2022;602;Jurassic World;210;https://cdn.rebrickable.com/media/sets/76950-1.jpg;44.99
76951-1;Pyroraptor & Dilophosaurus Transport;2022;602;Jurassic World;254;https://cdn.rebrickable.com/media/sets/76951-1.jpg;44.99
76947-1;Quetzalcoatlus Plane Ambush;2022;602;Jurassic World;306;https://cdn.rebrickable.com/media/sets/76947-1.jpg;44.99
71412-1;Big Bad Island Expansion Set;2022;690;Super Mario;354;https://cdn.rebrickable.com/media/sets/71412-1.jpg;44.99
75571-1;Neytiri & Thanator vs. AMP Suit Quaritch;2022;724;Avatar;560;https://cdn.rebrickable.com/media/sets/75571-1.jpg;44.99
40573-1;Christmas Tree;2022;227;Christmas;784;https://cdn.rebrickable.com/media/sets/40573-1.jpg;44.99
42143-1;Ferrari Daytona SP3;2022;1;Technic;3778;https://cdn.rebrickable.com/media/sets/42143-1.jpg;449.99
10959-1;Police Station & Helicopter;2022;632;Town;40;https://cdn.rebrickable.com/media/sets/10959-1.jpg;49.99
76944-1;T. rex Dinosaur Breakout;2022;602;Jurassic World;140;https://cdn.rebrickable.com/media/sets/76944-1.jpg;49.99
76401-1;Hogwarts Courtyard: Sirius's Rescue;2022;246;Harry Potter;343;https://cdn.rebrickable.com/media/sets/76401-1.jpg;49.99
76211-1;Shuri's Sunbird;2022;696;Super Heroes Marvel;355;https://cdn.rebrickable.com/media/sets/76211-1.jpg;49.99
41720-1;Water Park;2022;494;Friends;373;https://cdn.rebrickable.com/media/sets/41720-1.jpg;49.99
75334-1;Obi-Wan Kenobi vs. Darth Vader;2022;158;Star Wars;408;https://cdn.rebrickable.com/media/sets/75334-1.jpg;49.99
42137-1;Formula E Porsche 99X Electric;2022;1;Technic;422;https://cdn.rebrickable.com/media/sets/42137-1.jpg;49.99
60313-1;Space Ride Amusement Truck;2022;52;City;433;https://cdn.rebrickable.com/media/sets/60313-1.jpg;49.99
60315-1;Police Mobile Command Truck;2022;61;Police;436;https://cdn.rebrickable.com/media/sets/60315-1.jpg;49.99
76398-1;Hogwarts Hospital Wing;2022;246;Harry Potter;509;https://cdn.rebrickable.com/media/sets/76398-1.jpg;49.99
71776-1;Jay and Nya's Race Car EVO;2022;435;Ninjago;536;https://cdn.rebrickable.com/media/sets/71776-1.jpg;49.99
42138-1;Ford Mustang Shelby GT500;2022;1;Technic;544;https://cdn.rebrickable.com/media/sets/42138-1.jpg;49.99
40548-1;Spice Girls Tribute;2022;610;Brickheadz;578;https://cdn.rebrickable.com/media/sets/40548-1.jpg;49.99
75322-1;Hoth AT-ST;2022;158;Star Wars;586;https://cdn.rebrickable.com/media/sets/75322-1.jpg;49.99
10311-1;Orchid;2022;721;Icons;608;https://cdn.rebrickable.com/media/sets/10311-1.jpg;49.99
76406-1;Hungarian Horntail Dragon;2022;246;Harry Potter;671;https://cdn.rebrickable.com/media/sets/76406-1.jpg;49.99
31129-1;Majestic Tiger;2022;672;Creator 3-in-1;755;https://cdn.rebrickable.com/media/sets/31129-1.jpg;49.99
10309-1;Succulents;2022;721;Icons;771;https://cdn.rebrickable.com/media/sets/10309-1.jpg;49.99
76405-1;Hogwarts Express - Collectors' Edition;2022;246;Harry Potter;5147;https://cdn.rebrickable.com/media/sets/76405-1.jpg;499.99
76217-1;I Am Groot;2022;702;Avengers;476;https://cdn.rebrickable.com/media/sets/76217-1.jpg;54.99
76210-1;Hulkbuster;2022;702;Avengers;4049;https://cdn.rebrickable.com/media/sets/76210-1.jpg;549.99
71403-1;Adventures with Peach Starter Course;2022;690;Super Mario;354;https://cdn.rebrickable.com/media/sets/71403-1.jpg;59.99
75325-1;The Mandalorian's N-1 Starfighter;2022;158;Star Wars;412;https://cdn.rebrickable.com/media/sets/75325-1.jpg;59.99
76208-1;The Goat Boat;2022;696;Super Heroes Marvel;564;https://cdn.rebrickable.com/media/sets/76208-1.jpg;59.99
75572-1;Jake & Neytiri's First Banshee Flight;2022;724;Avatar;578;https://cdn.rebrickable.com/media/sets/75572-1.jpg;59.99
21057-1;Singapore;2022;253;Skylines;832;https://cdn.rebrickable.com/media/sets/21057-1.jpg;59.99
75331-1;The Razor Crest;2022;171;Ultimate Collector Series;6187;https://cdn.rebrickable.com/media/sets/75331-1.jpg;599.99
10307-1;Eiffel Tower;2022;721;Icons;10001;https://cdn.rebrickable.com/media/sets/10307-1.jpg;629.99
76399-1;Hogwarts Magical Trunk;2022;246;Harry Potter;602;https://cdn.rebrickable.com/media/sets/76399-1.jpg;64.99
41961-1;Designer Toolkit - Patterns;2022;688;DOTS;1096;https://cdn.rebrickable.com/media/sets/41961-1.jpg;64.99
10979-1;Wild Animals Of Europe;2022;632;Town;86;https://cdn.rebrickable.com/media/sets/10979-1.jpg;69.99
60338-1;Chimpanzee Smash Stunt Loop;2022;744;Stuntz;226;https://cdn.rebrickable.com/media/sets/60338-1.jpg;69.99
60346-1;Barn & Farm Animals;2022;57;Farm;230;https://cdn.rebrickable.com/media/sets/60346-1.jpg;69.99
75328-1;The Mandalorian Helmet;2022;158;Star Wars;584;https://cdn.rebrickable.com/media/sets/75328-1.jpg;69.99
41718-1;Pet Day-Care Center;2022;494;Friends;593;https://cdn.rebrickable.com/media/sets/41718-1.jpg;69.99
80032-1;Chang'e Moon Cake Factory;2022;693;Monkie Kid;609;https://cdn.rebrickable.com/media/sets/80032-1.jpg;69.99
60316-1;Police Station;2022;61;Police;668;https://cdn.rebrickable.com/media/sets/60316-1.jpg;69.99
76223-1;Nano Gauntlet;2022;702;Avengers;675;https://cdn.rebrickable.com/media/sets/76223-1.jpg;69.99
75338-1;Ambush on Ferrix;2022;158;Star Wars;679;https://cdn.rebrickable.com/media/sets/75338-1.jpg;69.99
75343-1;Dark Trooper Helmet;2022;158;Star Wars;693;https://cdn.rebrickable.com/media/sets/75343-1.jpg;69.99
11022-1;Space Mission;2022;621;Classic;1700;https://cdn.rebrickable.com/media/sets/11022-1.jpg;69.99
11025-1;Blue Baseplate;2022;621;Classic;1;https://cdn.rebrickable.com/media/sets/11025-1.jpg;7.99
11023-1;Green Baseplate;2022;621;Classic;1;https://cdn.rebrickable.com/media/sets/11023-1.jpg;7.99
11026-1;White Baseplate;2022;621;Classic;1;https://cdn.rebrickable.com/media/sets/11026-1.jpg;7.99
60333-1;Bathtub Stunt Bike;2022;744;Stuntz;14;https://cdn.rebrickable.com/media/sets/60333-1.jpg;7.99
71407-1;Cat Peach Suit and Frozen Tower Expansion Set;2022;690;Super Mario;494;https://cdn.rebrickable.com/media/sets/71407-1.jpg;79.99
21183-1;The Training Grounds;2022;577;Minecraft;534;https://cdn.rebrickable.com/media/sets/21183-1.jpg;79.99
76402-1;Hogwarts: Dumbledore's Office;2022;246;Harry Potter;651;https://cdn.rebrickable.com/media/sets/76402-1.jpg;79.99
71772-1;The Crystal King;2022;435;Ninjago;722;https://cdn.rebrickable.com/media/sets/71772-1.jpg;79.99
41703-1;Friendship Tree House;2022;494;Friends;1114;https://cdn.rebrickable.com/media/sets/41703-1.jpg;79.99
21331-1;Sonic the Hedgehog – Green Hill Zone;2022;576;LEGO Ideas and CUUSOO;1125;https://cdn.rebrickable.com/media/sets/21331-1.jpg;79.99
31207-1;Floral Art;2022;709;LEGO Art;2870;https://cdn.rebrickable.com/media/sets/31207-1.jpg;79.99
10970-1;Fire Station & Helicopter;2022;632;Town;116;https://cdn.rebrickable.com/media/sets/10970-1.jpg;89.99
43206-1;Cinderella and Prince Charming's Castle;2022;579;Disney Princess;365;https://cdn.rebrickable.com/media/sets/43206-1.jpg;89.99
76214-1;Black Panther: War on the Water;2022;696;Super Heroes Marvel;553;https://cdn.rebrickable.com/media/sets/76214-1.jpg;89.99
76407-1;The Shrieking Shack & Whomping Willow;2022;246;Harry Potter;773;https://cdn.rebrickable.com/media/sets/76407-1.jpg;89.99
80033-1;Evil Macaque's Mech;2022;693;Monkie Kid;899;https://cdn.rebrickable.com/media/sets/80033-1.jpg;89.99
76989-1;Horizon Forbidden West: Tallneck;2022;721;Icons;1222;https://cdn.rebrickable.com/media/sets/76989-1.jpg;89.99
10964-1;Bath Time Fun: Floating Red Panda;2022;504;Duplo;5;https://cdn.rebrickable.com/media/sets/10964-1.jpg;9.99
10967-1;Police Motorcycle;2022;632;Town;5;https://cdn.rebrickable.com/media/sets/10967-1.jpg;9.99
10971-1;Wild Animals of Africa;2022;632;Town;11;https://cdn.rebrickable.com/media/sets/10971-1.jpg;9.99
60318-1;Fire Helicopter;2022;58;Fire;53;https://cdn.rebrickable.com/media/sets/60318-1.jpg;9.99
76212-1;Shuri's Lab;2022;696;Super Heroes Marvel;58;https://cdn.rebrickable.com/media/sets/76212-1.jpg;9.99
60312-1;Police Car;2022;61;Police;94;https://cdn.rebrickable.com/media/sets/60312-1.jpg;9.99
40517-1;Vespa;2022;22;Creator;118;https://cdn.rebrickable.com/media/sets/40517-1.jpg;9.99
31128-1;Dolphin and Turtle;2022;672;Creator 3-in-1;137;https://cdn.rebrickable.com/media/sets/31128-1.jpg;9.99
11017-1;Creative Monsters;2022;621;Classic;140;https://cdn.rebrickable.com/media/sets/11017-1.jpg;9.99
31124-1;Super Robot;2022;672;Creator 3-in-1;159;https://cdn.rebrickable.com/media/sets/31124-1.jpg;9.99
40539-1;Ahsoka Tano;2022;610;Brickheadz;164;https://cdn.rebrickable.com/media/sets/40539-1.jpg;9.99
40540-1;Lion Dance Guy;2022;610;Brickheadz;239;https://cdn.rebrickable.com/media/sets/40540-1.jpg;9.99
76948-1;T. rex & Atrociraptor Dinosaur Breakout;2022;602;Jurassic World;466;https://cdn.rebrickable.com/media/sets/76948-1.jpg;99.99
43205-1;Ultimate Adventure Castle;2022;579;Disney Princess;698;https://cdn.rebrickable.com/media/sets/43205-1.jpg;99.99
75326-1;Boba Fett's Throne Room;2022;158;Star Wars;732;https://cdn.rebrickable.com/media/sets/75326-1.jpg;99.99
60321-1;Fire Brigade;2022;58;Fire;766;https://cdn.rebrickable.com/media/sets/60321-1.jpg;99.99
75573-1;Floating Mountains: Site 26 & RDA Samson;2022;724;Avatar;887;https://cdn.rebrickable.com/media/sets/75573-1.jpg;99.99
60335-1;Train Station;2022;66;Trains;907;https://cdn.rebrickable.com/media/sets/60335-1.jpg;99.99
80034-1;Nezha's Fire Ring;2022;693;Monkie Kid;929;https://cdn.rebrickable.com/media/sets/80034-1.jpg;99.99
76403-1;The Ministry of Magic;2022;246;Harry Potter;990;https://cdn.rebrickable.com/media/sets/76403-1.jpg;99.99
75335-1;BD-1;2022;158;Star Wars;1062;https://cdn.rebrickable.com/media/sets/75335-1.jpg;99.99
10298-1;Vespa 125;2022;721;Icons;1107;https://cdn.rebrickable.com/media/sets/10298-1.jpg;99.99
41714-1;Andrea's Theater School;2022;494;Friends;1154;https://cdn.rebrickable.com/media/sets/41714-1.jpg;99.99
76956-1;T. rex Breakout;2022;602;Jurassic World;1212;https://cdn.rebrickable.com/media/sets/76956-1.jpg;99.99
10497-1;Galaxy Explorer;2022;721;Icons;1254;https://cdn.rebrickable.com/media/sets/10497-1.jpg;99.99
10308-1;Holiday Main Street;2022;227;Christmas;1516;https://cdn.rebrickable.com/media/sets/10308-1.jpg;99.99
21334-1;Jazz Quartet;2022;576;LEGO Ideas and CUUSOO;1606;https://cdn.rebrickable.com/media/sets/21334-1.jpg;99.99
71779-1;Lloyd's Dragon Power Spinjitzu Spin;2023;435;Ninjago;56;https://cdn.rebrickable.com/media/sets/71779-1.jpg;10.99
71778-1;Nya's Dragon Power Spinjitzu Drift;2023;435;Ninjago;57;https://cdn.rebrickable.com/media/sets/71778-1.jpg;10.99
10785-1;Bakey with Cakey Fun;2023;748;Gabby’s Dollhouse;58;https://cdn.rebrickable.com/media/sets/10785-1.jpg;10.99
41725-1;Beach Buggy Fun;2023;494;Friends;61;https://cdn.rebrickable.com/media/sets/41725-1.jpg;10.99
60376-1;Arctic Explorer Snowmobile;2023;65;Arctic;70;https://cdn.rebrickable.com/media/sets/60376-1.jpg;10.99
71777-1;Kai’s Dragon Power Spinjitzu Flip;2023;435;Ninjago;72;https://cdn.rebrickable.com/media/sets/71777-1.jpg;10.99
71420-1;Rambi the Rhino Expansion Set;2023;690;Super Mario;106;https://cdn.rebrickable.com/media/sets/71420-1.jpg;10.99
41753-1;Pancake Shop;2023;494;Friends;157;https://cdn.rebrickable.com/media/sets/41753-1.jpg;10.99
60379-1;Deep-Sea Explorer Submarine;2023;52;City;842;https://cdn.rebrickable.com/media/sets/60379-1.jpg;109.99
21250-1;The Iron Golem Fortress;2023;577;Minecraft;868;https://cdn.rebrickable.com/media/sets/21250-1.jpg;109.99
31142-1;Space Roller Coaster;2023;672;Creator 3-in-1;874;https://cdn.rebrickable.com/media/sets/31142-1.jpg;109.99
76261-1;Spider-Man Final Battle;2023;706;Spider-Man;906;https://cdn.rebrickable.com/media/sets/76261-1.jpg;109.99
75364-1;New Republic E-Wing vs. Shin Hati’s Starfighter;2023;158;Star Wars;1056;https://cdn.rebrickable.com/media/sets/75364-1.jpg;109.99
71425-1;Diddy Kong's Mine Cart Ride Expansion Set;2023;690;Super Mario;1157;https://cdn.rebrickable.com/media/sets/71425-1.jpg;109.99
71461-1;Fantastical Tree House;2023;749;Dreamzzz;1257;https://cdn.rebrickable.com/media/sets/71461-1.jpg;109.99
71423-1;Dry Bowser Castle Battle Expansion Set;2023;690;Super Mario;1321;https://cdn.rebrickable.com/media/sets/71423-1.jpg;109.99
10315-1;Tranquil Garden;2023;721;Icons;1363;https://cdn.rebrickable.com/media/sets/10315-1.jpg;109.99
60367-1;Passenger Airplane;2023;53;Airport;913;https://cdn.rebrickable.com/media/sets/60367-1.jpg;119.99
60366-1;Ski and Climbing Center;2023;52;City;1045;https://cdn.rebrickable.com/media/sets/60366-1.jpg;119.99
41737-1;Beach Amusement Park;2023;494;Friends;1348;https://cdn.rebrickable.com/media/sets/41737-1.jpg;119.99
42154-1;2022 Ford GT;2023;1;Technic;1466;https://cdn.rebrickable.com/media/sets/42154-1.jpg;119.99
42147-1;Dump Truck;2023;1;Technic;177;https://cdn.rebrickable.com/media/sets/42147-1.jpg;12.99
42148-1;Snow Groomer;2023;1;Technic;178;https://cdn.rebrickable.com/media/sets/42148-1.jpg;12.99
10994-1;3in1 Family House;2023;652;Playhouse;218;https://cdn.rebrickable.com/media/sets/10994-1.jpg;129.99
76961-1;Visitor Center: T. rex & Raptor Attack;2023;602;Jurassic World;693;https://cdn.rebrickable.com/media/sets/76961-1.jpg;129.99
71796-1;Elemental Dragon vs. The Empress Mech;2023;435;Ninjago;1039;https://cdn.rebrickable.com/media/sets/71796-1.jpg;129.99
76423-1;Hogwarts Express & Hogsmeade Station;2023;246;Harry Potter;1076;https://cdn.rebrickable.com/media/sets/76423-1.jpg;129.99
43227-1;Villain Icons;2023;608;Disney;1540;https://cdn.rebrickable.com/media/sets/43227-1.jpg;129.99
21343-1;Viking Village;2023;576;LEGO Ideas and CUUSOO;2104;https://cdn.rebrickable.com/media/sets/21343-1.jpg;129.99
31141-1;Main Street;2023;672;Creator 3-in-1;1459;https://cdn.rebrickable.com/media/sets/31141-1.jpg;139.99
75354-1;Coruscant Guard Gunship;2023;158;Star Wars;1083;https://cdn.rebrickable.com/media/sets/75354-1.jpg;139.99
71469-1;Nightmare Shark Ship;2023;749;Dreamzzz;1389;https://cdn.rebrickable.com/media/sets/71469-1.jpg;139.99
41748-1;Heartlake City Community Center;2023;494;Friends;1513;https://cdn.rebrickable.com/media/sets/41748-1.jpg;139.99
80044-1;Monkie Kid's Team Hideout;2023;693;Monkie Kid;1589;https://cdn.rebrickable.com/media/sets/80044-1.jpg;139.99
76243-1;Rocket Mech Armor;2023;702;Avengers;98;https://cdn.rebrickable.com/media/sets/76243-1.jpg;14.99
76242-1;Thanos Mech Armor;2023;702;Avengers;113;https://cdn.rebrickable.com/media/sets/76242-1.jpg;14.99
31135-1;Vintage Motorcycle;2023;672;Creator 3-in-1;128;https://cdn.rebrickable.com/media/sets/31135-1.jpg;14.99
71414-1;Conkdor's Noggin Bopper Expansion Set;2023;690;Super Mario;130;https://cdn.rebrickable.com/media/sets/71414-1.jpg;14.99
76241-1;Hulk Mech Armor;2023;702;Avengers;138;https://cdn.rebrickable.com/media/sets/76241-1.jpg;14.99
40650-1;Land Rover Classic Defender;2023;22;Creator;150;https://cdn.rebrickable.com/media/sets/40650-1.jpg;14.99
40619-1;EVE & WALL•E;2023;610;Brickheadz;155;https://cdn.rebrickable.com/media/sets/40619-1.jpg;14.99
40630-1;Frodo & Gollum;2023;610;Brickheadz;184;https://cdn.rebrickable.com/media/sets/40630-1.jpg;14.99
40651-1;Australia Postcard;2023;22;Creator;191;https://cdn.rebrickable.com/media/sets/40651-1.jpg;14.99
40641-1;Birthday Cake;2023;206;Seasonal;211;https://cdn.rebrickable.com/media/sets/40641-1.jpg;14.99
40647-1;Lotus Flowers;2023;301;Other;220;https://cdn.rebrickable.com/media/sets/40647-1.jpg;14.99
41808-1;Hogwarts Accessories Pack;2023;688;DOTS;224;https://cdn.rebrickable.com/media/sets/41808-1.jpg;14.99
10321-1;Corvette;2023;721;Icons;1210;https://cdn.rebrickable.com/media/sets/10321-1.jpg;149.99
77015-1;Temple of the Golden Idol;2023;264;Indiana Jones;1545;https://cdn.rebrickable.com/media/sets/77015-1.jpg;149.99
75363-1;The Mandalorian N-1 Starfighter Microfighter;2023;158;Star Wars;88;https://cdn.rebrickable.com/media/sets/75363-1.jpg;15.99
76260-1;Black Widow & Captain America Motorcycles;2023;702;Avengers;130;https://cdn.rebrickable.com/media/sets/76260-1.jpg;15.99
75370-1;Stormtrooper Mech;2023;158;Star Wars;138;https://cdn.rebrickable.com/media/sets/75370-1.jpg;15.99
75368-1;Darth Vader Mech;2023;158;Star Wars;139;https://cdn.rebrickable.com/media/sets/75368-1.jpg;15.99
75369-1;Boba Fett Mech;2023;158;Star Wars;155;https://cdn.rebrickable.com/media/sets/75369-1.jpg;15.99
60368-1;Arctic Explorer Ship;2023;65;Arctic;817;https://cdn.rebrickable.com/media/sets/60368-1.jpg;159.99
43215-1;The Enchanted Treehouse;2023;579;Disney Princess;1016;https://cdn.rebrickable.com/media/sets/43215-1.jpg;159.99
75357-1;Ghost & Phantom II;2023;158;Star Wars;1394;https://cdn.rebrickable.com/media/sets/75357-1.jpg;159.99
80045-1;Monkey King Ultra Mech;2023;693;Monkie Kid;1715;https://cdn.rebrickable.com/media/sets/80045-1.jpg;159.99
71797-1;Destinys Bounty - Race Against Time;2023;435;Ninjago;1741;https://cdn.rebrickable.com/media/sets/71797-1.jpg;159.99
43225-1;The Little Mermaid Royal Clamshell;2023;608;Disney;1808;https://cdn.rebrickable.com/media/sets/43225-1.jpg;159.99
21060-1;Himeji Castle;2023;252;Architecture;2125;https://cdn.rebrickable.com/media/sets/21060-1.jpg;159.99
75365-1;Yavin 4 Rebel Base;2023;158;Star Wars;1067;https://cdn.rebrickable.com/media/sets/75365-1.jpg;169.99
76419-1;Hogwarts Castle and Grounds;2023;246;Harry Potter;2660;https://cdn.rebrickable.com/media/sets/76419-1.jpg;169.99
42160-1;Audi RS Q e-tron;2023;1;Technic;914;https://cdn.rebrickable.com/media/sets/42160-1.jpg;179.99
21338-1;A-Frame Cabin;2023;576;LEGO Ideas and CUUSOO;2083;https://cdn.rebrickable.com/media/sets/21338-1.jpg;179.99
80049-1;Dragon of the East Palace;2023;693;Monkie Kid;2371;https://cdn.rebrickable.com/media/sets/80049-1.jpg;189.99
10987-1;Recycling Truck;2023;632;Town;15;https://cdn.rebrickable.com/media/sets/10987-1.jpg;19.99
10988-1;The Bus Ride;2023;632;Town;16;https://cdn.rebrickable.com/media/sets/10988-1.jpg;19.99
10982-1;Fruit and Vegetable Tractor;2023;504;Duplo;19;https://cdn.rebrickable.com/media/sets/10982-1.jpg;19.99
10995-1;Spider-Man's House;2023;630;Marvel;25;https://cdn.rebrickable.com/media/sets/10995-1.jpg;19.99
10986-1;Family House on Wheels;2023;632;Town;31;https://cdn.rebrickable.com/media/sets/10986-1.jpg;19.99
10786-1;Gabby & MerCat's Ship & Spa;2023;748;Gabby’s Dollhouse;89;https://cdn.rebrickable.com/media/sets/10786-1.jpg;19.99
71789-1;Kai and Ras's Car and Bike Battle;2023;435;Ninjago;103;https://cdn.rebrickable.com/media/sets/71789-1.jpg;19.99
75359-1;332nd Ahsoka's Clone Trooper Battle Pack;2023;158;Star Wars;108;https://cdn.rebrickable.com/media/sets/75359-1.jpg;19.99
43220-1;Peter Pan & Wendy's Storybook Adventure;2023;608;Disney;111;https://cdn.rebrickable.com/media/sets/43220-1.jpg;19.99
75345-1;501st Clone Troopers Battle Pack;2023;158;Star Wars;121;https://cdn.rebrickable.com/media/sets/75345-1.jpg;19.99
43213-1;Little Mermaid Story Book;2023;608;Disney;134;https://cdn.rebrickable.com/media/sets/43213-1.jpg;19.99
43223-1;Asha in the City of Rosas;2023;608;Disney;154;https://cdn.rebrickable.com/media/sets/43223-1.jpg;19.99
43218-1;Anna and Elsa's Magical Carousel;2023;687;Frozen;175;https://cdn.rebrickable.com/media/sets/43218-1.jpg;19.99
41755-1;Nova's Room;2023;494;Friends;179;https://cdn.rebrickable.com/media/sets/41755-1.jpg;19.99
71800-1;Nya's Water Dragon EVO;2023;435;Ninjago;184;https://cdn.rebrickable.com/media/sets/71800-1.jpg;19.99
60384-1;Penguin Slushy Van;2023;52;City;194;https://cdn.rebrickable.com/media/sets/60384-1.jpg;19.99
71790-1;Imperium Dragon Hunter Hound;2023;435;Ninjago;198;https://cdn.rebrickable.com/media/sets/71790-1.jpg;19.99
