part_num;Name;Serial;Price;element_id;design_id;color_id
6231;WALL CORNER 1X1X1;4612603/6231;$0.07;4612603;6231;19
3849;MINI LANCE;4611884/3849;$0.19;4611884;3849;179
92438;PLATE 8X16;4610602/92438;$2.13;4610602;92438;2
92410;CUPBOARD 2X3X2;4610112/92410;$0.36;4610112;92410;71
87079;FLAT TILE 2X4;4569836/87079;$0.16;4569836;87079;272
3626c;MINI HEAD;4569547/3626;$0.16;4569547;3626;19
4342;WHITE BREAD;4582437/4342;$0.24;4582437;4342;19
2462;FACET BRICK 3X3X1;4582257/2462;$0.23;4582257;2462;72
3626c;MINI HEAD;4569361/3626;$0.16;4569361;3626;28
2453b;BRICK 1X1X5;4566308/2453;$0.27;4566308;2453;0
87079;FLAT TILE 2X4;4566179/87079;$0.16;4566179;87079;2
85974;MINI WIG NO. 4;4550736/85974;$0.29;4550736;85974;70
49577;PLANT, W/ 3.2 SHAFT, NO. 2;6262134/49577;$0.38;6262134;49577;3
32016;ANGLE ELEMENT, 157,5 DEGR. [3];6261388/42128;$0.13;6261388;42128;70
35787;TILE 2X2, W/ DEG. 45 CUT;6262025/35787;$0.08;6262025;35787;72
52730;CARDAN CUP W/ CROSS AXLE, NO. 2;6261793/52730;$0.43;6261793;52730;72
36036;MINI SKIRT, NO. 3;6259879/36036;$0.32;6259879;36036;308
54200;ROOF TILE 1X1X2/3, ABS;6259071/54200;$0.05;6259071;54200;308
6141;PLATE 1X1 ROUND;6258990/6141;$0.05;6258990;6141;326
39262;CROWN, NO. 1;6259700/39262;$0.08;6259700;39262;15
24246;FLAT TILE 1X1, 1/2 CIRCLE;6258972/35399;$0.04;6258972;35399;29
20482;PLATE 1X1, W/ 3.2 SHAFT AND 1.5 HOLE;6258831/31561;$0.05;6258831;31561;71
22388;PYRAMID RIDGED TILE 1X1X2/3;6258381/35344;$0.07;6258381;35344;71
92081;MINI WIG NO. 11;6258678/92081;$0.17;6258678;92081;71
93560;MINI FOOTBALL, HELMET;6257280/47096;$0.15;6257280;47096;0
41740;PLATE 1X4, W/ 2 KNOBS, NO. 2;6257604/41740;$0.07;6257604;41740;70
41740;PLATE 1X4, W/ 2 KNOBS, NO. 2;6257600/41740;$0.07;6257600;41740;19
41740;PLATE 1X4, W/ 2 KNOBS, NO. 2;6257599/41740;$0.07;6257599;41740;28
49311;BRICK 1X4X3;6256922/49311;$0.43;6256922;49311;15
20877;MINI FIGURE, WIG, NO. 97;6257433/20877;$0.31;6257433;20877;84
39739;TILE 1X1, HEART, NO. 1;6256130/39739;$0.08;6256130;39739;5
42205;FRAME 1X6X6;6256127/42205;$0.53;6256127;42205;15
60601;GLASS FOR FRAME 1X2X2;6256077/35316;$0.08;6256077;35316;15
57895;GLAS FOR FRAME 1X4X6;6256050/35295;$0.70;6256050;35295;15
3005;BRICK 1X1;6254484/3005;$0.07;6254484;3005;484
42509;GLASS FOR FRAME 1X6X6;6254895/42509;$0.66;6254895;42509;41
4739a;CHEST LID 2X4;6254220/29336;$0.45;6254220;29336;70
4739a;CHEST LID 2X4;6254218/29336;$0.45;6254218;29336;84
44709;WEAPON, NO. 20;6253695/44709;$0.37;6253695;44709;0
35464;ROOF TILE 1X1, DEG. 45, W/O KNOBS;6253436/35464;$0.06;6253436;35464;71
33121;CRAB;6253363/31577;$0.21;6253363;31577;4
33121;CRAB;6253362/31577;$0.21;6253362;31577;191
23969;WALL DOUBLE CORNER 1X2X1;6248490/35391;$0.11;6248490;35391;15
30153;DIAMOND WITH STICK;6247796/28556;$0.08;6247796;28556;45
30153;DIAMOND WITH STICK;6247790/28556;$0.08;6247790;28556;42
30153;DIAMOND WITH STICK;6247788/28556;$0.08;6247788;28556;34
973c33h01pr3424;MINI UPPER PART NO. 3424;6152450/76382;$1.17;6152450;76382;30
33303;FENCE 1X4X2;6150305/33303;$0.28;6150305;33303;70
4865b;WALL ELEMENT 1X2X1;6146221/26169;$0.09;6146221;26169;19
4865b;WALL ELEMENT 1X2X1;6146217/26169;$0.09;6146217;26169;4
15535;FLAT TILE 2x2 ROUND W. HOLE Ø4.85;6143850/15535;$0.07;6143850;15535;0
30044;WINDOW FRAME 1X2X2 2/3;6143849/30044;$0.28;6143849;30044;72
33078;SAUSAGE;6144805/25994;$0.13;6144805;25994;4
973c20h01pr2692;MINI UPPER PART NO 2692;6143839/76382;$1.33;6143839;76382;326
3070b;FLAT TILE 1X1;6143431/3070;$0.06;6143431;3070;484
24307;RIGHT PLATE 2x2 27DEG;6143417/24307;$0.08;6143417;24307;72
3069b;FLAT TILE 1X2;6142505/3069;$0.07;6142505;3069;379
14769pr1040;"FLAT TILE 2X2, ROUND NO. ""1040""";6139454/25414;$0.38;6139454;25414;15
3020;PLATE 2X4;6141590/3020;$0.14;6141590;3020;10
24299;LEFT PLATE 2x2 27 DEG;6141554/24299;$0.08;6141554;24299;0
75902;SHIELD;6139813/75902;$0.28;6139813;75902;72
19121;IRON FENCE 1X4X2 W. 4 STUDS;6138726/19121;$0.35;6138726;19121;0
11211;BRICK 1X2 W. 2 KNOBS;6138173/11211;$0.13;6138173;11211;0
20877;MINI FIGURE WIG, NO. 97;6135555/20877;$0.31;6135555;20877;0
41811;MINI ARMOUR, W/ KNOBS, NO.1;6248533/41811;$0.40;6248533;41811;0
30153;DIAMOND WITH STICK;6247792/28556;$0.08;6247792;28556;41
95228;BOTTLE 1X1X2 M;6247372/28662;$0.21;6247372;28662;40
95228;BOTTLE 1X1X2 M;6247369/28662;$0.21;6247369;28662;47
18838;ARCH 1X12X3;6246844/30938;$0.78;6246844;30938;71
22385;FLAT TILE 2X3 W/ ANGLE;6245268/35341;$0.14;6245268;35341;272
973c03h03;MINI UPPER PART, NO. 4484;6245788/76382;$1.06;6245788;76382;0
60581;WALL ELEMENT 1X4X3;6245264/35323;$0.35;6245264;35323;40
13770;MIXER TAP;6245261/35194;$0.33;6245261;35194;297
93549pat0002;MINI BOTTLE, W/ KNOB;6245206/38029;$2.30;6245206;38029;47
95344;HANDLE;6245281/29176;$0.17;6245281;29176;0
3065;BRICK 1X2 W/O PIN;6244906/35743;$0.12;6244906;35743;33
36036;MINI SKIRT, NO. 3;6244581/36036;$0.32;6244581;36036;84
36840;PLATE 1X1, W/ 1.5 PLATE 1X1, UPWARDS;6242241/36840;$0.07;6242241;36840;15
6141;PLATE 1X1 ROUND;6240221/34823;$0.04;6240221;34823;34
6141;PLATE 1X1 ROUND;6240216/34823;$0.04;6240216;34823;46
6141;PLATE 1X1 ROUND;6240210/34823;$0.04;6240210;34823;52
10187;CLAWS;6241936/10187;$0.12;6241936;10187;297
64807;MINI WIG NO. 3;6240205/64807;$0.32;6240205;64807;70
15745;HEART W/ Ø3,2 SHAFT;6240042/28682;$0.20;6240042;28682;45
6223;BRICK 2X2;6239418/35275;$0.22;6239418;35275;47
98138;FLAT TILE 1X1, ROUND;6238890/35381;$0.03;6238890;35381;179
98138;FLAT TILE 1X1, ROUND;6238891/35381;$0.03;6238891;35381;297
3062b;ROUND BRICK 1X1;6238673/35390;$0.06;6238673;35390;36
3062b;ROUND BRICK 1X1;6238046/35390;$0.06;6238046;35390;34
3062b;ROUND BRICK 1X1;6238044/35390;$0.06;6238044;35390;33
6223;BRICK 2X2;6238043/35275;$0.22;6238043;35275;33
97000000;HIP W/ WOODEN LEG, LEFT LEG;6237256/84637;$0.64;6237256;84637;0
30385;ROCK CRYSTAL, TRANSPARENT;6236962/28623;$0.18;6236962;28623;33
48336;PLATE 1X2 W. STICK 3.18;6236915/48336;$0.07;6236915;48336;70
38583;WINDOW ARCH;6236423/38583;$0.14;6236423;38583;19
26601;PLATE 2X2, CORNER, 45 DEG.;6236914/26601;$0.06;6236914;26601;19
38014;CUP, NO. 1002;6235083/38014;$0.07;6235083;38014;15
28588;SNAKE W/ 3.2 SHAFT NO. 1;6234583/28588;$0.16;6234583;28588;72
37776;LAMP, NO. 1;6234116/37776;$0.22;6234116;37776;1103
41879a;MINI LEG;6233908/41879;$0.26;6233908;41879;72
15533;PROFILE BRICK 1x4 SINGLE GRO.;6232136/15533;$0.20;6232136;15533;19
973c26h01pr4354;MINI UPPER PART, NO. 4354;6231940/76382;$1.04;6231940;76382;19
36036;MINI SKIRT, NO. 3;6231900/36036;$0.32;6231900;36036;15
85861;PL.ROUND 1X1 W. THROUGHG. HOLE;6231765/28626;$0.04;6231765;28626;72
85861;PL.ROUND 1X1 W. THROUGHG. HOLE;6230571/28626;$0.04;6230571;28626;288
11211;BRICK 1X2 W. 2 KNOBS;6230233/11211;$0.13;6230233;11211;72
26601;PLATE 2X2, CORNER, 45 DEG.;6228921/26601;$0.06;6228921;26601;28
3626cpr2629;MINI HEAD, NO. 2629;6228847/38986;$0.26;6228847;38986;14
62810;WIG BOY;6227107/62810;$0.14;6227107;62810;70
37776;LAMP, NO. 1;6227901/37776;$0.22;6227901;37776;0
13548;ROOF TILE 2X2X1 45 DEGR. - BOT. 45 DEGR.;6227909/13548;$0.13;6227909;13548;72
3020;PLATE 2X4;6226792/3020;$0.14;6226792;3020;308
37823;MINI WIG, NO. 220;6227248/37823;$0.38;6227248;37823;226
37494;3.2 SHAFT ELEMENT, NO. 1;6226706/37494;$0.27;6226706;37494;0
30134;STAIRCASE 7X4X6;6226634/30134;$0.98;6226634;30134;72
3005;BRICK 1X1;6226437/3005;$0.07;6226437;3005;308
99207;ANGULAR PLATE 1.5 BOT. 1X2 2/2;6226436/99207;$0.10;6226436;99207;70
26047;PLATE 1X1 ROUND W/ 3.2 SHAFT;6225246/26047;$0.08;6225246;26047;71
3005;BRICK 1X1;6225538/3005;$0.07;6225538;3005;321
26604;BRICK 1X1, W/ 2 KNOBS, CORNER;6224811/26604;$0.09;6224811;26604;15
3626cpr2594;MINI HEAD NO. 2594;6224208/38344;$0.26;6224208;38344;14
35470;DESIGN PLATE 3X5, NO. 1;6223667/35470;$0.27;6223667;35470;15
973c10h01pr4289;MINI UPPER PART NO. 4289;6224075/76382;$1.15;6224075;76382;320
61975;WHIP;6224071/61975;$0.48;6224071;61975;0
973c23h01pr4288;MINI UPPER PART NO. 4288;6224041/76382;$1.07;6224041;76382;84
24184;LIFE JACKET;6136310/24184;$0.13;6136310;24184;25
3001;BRICK 2X4;6135191/3001;$0.21;6135191;3001;84
22885;BRICK 1X2X1 2/3 W/4 KNOBS;6135130/22885;$0.13;6135130;22885;4
22961;BEAM 1M W/CROSS AXLE;6135014/22961;$0.13;6135014;22961;72
18653;Brick 1x3x2 w. inside bow;6133833/18653;$0.15;6133833;18653;70
4733;BRICK 1X1 W. 4 KNOBS;6133765/4733;$0.22;6133765;4733;70
14719;FLAT TILE CORNER 1X2X2;6133722/14719;$0.06;6133722;14719;0
60479;PLATE 1X12;6133611/60479;$0.23;6133611;60479;72
41539;PLATE 8X8;6133486/41539;$1.26;6133486;41539;84
11062;LAMPPOST 2x2x7;6132809/11062;$0.49;6132809;11062;0
23986;TEAPOT;6132824/23986;$0.31;6132824;23986;15
3626cpr2623;MINI HEAD, NO. 2623;6227597/38823;$0.26;6227597;38823;78
3010;BRICK 1X4;6223183/3010;$0.16;6223183;3010;84
3068bpr0368;FLAT TILE 2X2, NO. 368;6223076/38140;$0.42;6223076;38140;14
3010;BRICK 1X4;6223040/3010;$0.16;6223040;3010;484
14719;FLAT TILE CORNER 1X2X2;6221608/14719;$0.06;6221608;14719;70
33909;PLATE 2X2, W/ REDUCED KNOBS;6221467/33909;$0.06;6221467;33909;19
33909;PLATE 2X2, W/ REDUCED KNOBS;6219819/33909;$0.06;6219819;33909;4
973c27h01pr4203;MINI UPPER PART, NO. 4203;6219624/76382;$1.04;6219624;76382;0
33909;PLATE 2X2, W/ REDUCED KNOBS;6218822/33909;$0.06;6218822;33909;15
36036;MINI SKIRT, NO. 3;6219463/36036;$0.32;6219463;36036;0
32607;PLANT, W/ PLATE 1X1, NO. 1;6219088/32607;$0.06;6219088;32607;297
11208;RIM NARROW Ø14,6X9,9 HOLE Ø 3,2;6218226/11208;$0.16;6218226;11208;179
3068bpr0364;FLAT TILE 2X2, NO. 364;6218212/37475;$0.29;6218212;37475;15
11303;FIGUR HEAD CLOTHING NO 6;6217106/11303;$0.13;6217106;11303;288
970c38;MINI LOWER PART;6215422/73200;$0.58;6215422;73200;191
2431pr0115;FLAT TILE 1X4, NO. 115;6215341/37096;$0.43;6215341;37096;272
24201;PLATE, W/ HALF BOW, INV. 1X2X2/3;6215212/24201;$0.06;6215212;24201;72
24866;FLOWER 1X1;6214235/24866;$0.03;6214235;24866;31
24866;FLOWER 1X1;6214234/24866;$0.03;6214234;24866;25
29120;LEFT PLATE 1X2, W/ BOW, 45 DEG. CUT;6213880/29120;$0.07;6213880;29120;15
49668;PLATE 1X1 W/TOOTH;6213644/49668;$0.06;6213644;49668;71
35480;PLATE 1X2, ROUNDED, NO. 1;6212758/35480;$0.07;6212758;35480;19
59443;CROSS AXLE, EXTENSION, 2M;6212049/59443;$0.05;6212049;59443;15
20310;DESIGN BRICK 1X1X2;6211917/20310;$0.19;6211917;20310;71
27256;MINI, ACCESSORY, NO. 1;6211795/27256;$0.16;6211795;27256;46
3626cpr2463;MINI HEAD, NO. 2463;6211710/36346;$0.26;6211710;36346;14
18041;HARPOON SPIKE;6210496/18041;$0.09;6210496;18041;0
32607;PLANT, W/ PLATE 1X1, NO. 1;6210460/32607;$0.06;6210460;32607;30
95674;MINI BOWLER HAT;6210307/95674;$0.80;6210307;95674;0
35480;PLATE 1X2, ROUNDED, NO. 1;6210271/35480;$0.07;6210271;35480;2
35480;PLATE 1X2, ROUNDED, NO. 1;6210269/35480;$0.07;6210269;35480;4
24866;FLOWER 1X1;6209691/24866;$0.03;6209691;24866;297
24866;FLOWER 1X1;6209682/24866;$0.03;6209682;24866;26
24866;FLOWER 1X1;6209681/24866;$0.03;6209681;24866;191
24866;FLOWER 1X1;6209679/24866;$0.05;6209679;24866;5
99563;GOLD INGOT;6210076/99563;$0.05;6210076;99563;15
99563;GOLD INGOT;6208447/99563;$0.05;6208447;99563;1103
35654;FENDER, FRONT, NO.1;6207258/35654;$0.16;6207258;35654;0
35574;MINI HAT, NO. 54;6207256/35574;$0.41;6207256;35574;191
87079;FLAT TILE 2X4;6206312/87079;$0.16;6206312;87079;321
35485;MINI ACCESSORY, NO. 5;6207840/35485;$0.16;6207840;35485;179
24866;FLOWER 1X1;6206149/24866;$0.03;6206149;24866;15
2530;SWORD;6205488/35744;$0.15;6205488;35744;72
29120;LEFT PLATE 1X2, W/ BOW, 45 DEG. CUT;6204668/29120;$0.07;6204668;29120;72
32952;BRICK 1X1X1 2/3, W/ VERT. KNOBS;6201911/32952;$0.09;6201911;32952;70
3023;PLATE 1X2;6201647/3023;$0.07;6201647;3023;226
3023;PLATE 1X2;6198156/3023;$0.07;6198156;3023;379
970c75;MINI LOWER PART, NO. 1353;6197015/73200;$0.58;6197015;73200;1103
33909;PLATE 2X2, W/ REDUCED KNOBS;6196221/33909;$0.06;6196221;33909;70
64648;FISH W. KNOB;6195347/64648;$0.12;6195347;64648;212
18674;PLATE ROUND W. 1 KNOB;6195325/18674;$0.07;6195325;18674;0
6141;PLATE 1X1 ROUND;6195315/6141;$0.05;6195315;6141;5
3024;PLATE 1X1;6194729/3024;$0.05;6194729;3024;308
3069b;FLAT TILE 1X2;6195258/3069;$0.07;6195258;3069;10
4738c;CHEST 2X4;6102984/4738;$0.51;6102984;4738;84
60478;PLATE 1X2 W/SHAFT Ø3.2;6102975/60478;$0.06;6102975;60478;70
54200;ROOF TILE 1X1X2/3, ABS;6104342/54200;$0.05;6104342;54200;484
4697b;T-PIECE;6104209/4697;$0.09;6104209;4697;0
60623;D. W. PANES F. FRAME 1X4X6;6103769/60623;$0.47;6103769;60623;70
3626cpr1087;"MINI HEAD ""NO. 1582""";6100249/19549;$0.26;6100249;19549;14
3004;BRICK 1X2;6100322/3004;$0.10;6100322;3004;212
3626cpr1579;"MINI HEAD ""NO. 1579""";6100222/19546;$0.26;6100222;19546;14
18674;PLATE ROUND W. 1 KNOB;6102360/18674;$0.07;6102360;18674;70
63864;FLAT TILE 1X3;6100769/63864;$0.11;6100769;63864;70
22667;CHERRY,;6100565/18660;$0.07;6100565;18660;4
3626cpr1559;"MINI HEAD ""NO. 1559""";6099581/19407;$0.26;6099581;19407;14
3024;PLATE 1X1;6097493/3024;$0.05;6097493;3024;322
2417;LIMB ELEMENT;6097450/2417;$0.22;6097450;2417;31
15397;PLATE 3X3, CROSS;6097283/15397;$0.15;6097283;15397;0
973c01h01pr2822;MINI UPPER PART NO.2822;6097241/76382;$1.19;6097241;76382;15
3958;PLATE 6X6;6097194/3958;$0.53;6097194;3958;2
18927;HAT NO. 30;6097192/18927;$0.28;6097192;18927;4
3626cpr1557;"MINI HEAD ""NO 1557""";6097174/19208;$0.26;6097174;19208;14
18853;FLOWER W. 1,5 CONNECTOR;6097098/18853;$0.06;6097098;18853;191
18920;SCISSORS W. 3.2 SHAFT;6096993/18920;$0.14;6096993;18920;179
18853;FLOWER W. 1,5 CONNECTOR;6096990/18853;$0.06;6096990;18853;29
93092;BAG, BASKET;6096091/18658;$0.57;6096091;18658;191
18034;MINI SHORT SWORD;6093532/18034;$0.17;6093532;18034;179
87994;SHAFT 3M Ø3.2;6093529/17715;$0.05;6093529;17715;297
87991;MINI WIG NO. 6;6093518/18226;$0.29;6093518;18226;484
87994;SHAFT 3M Ø3.2;6093525/17715;$0.05;6093525;17715;0
87990;MINI WIG NO. 5;6093516/18227;$0.28;6093516;18227;308
87990;MINI WIG NO. 5;6093515/18227;$0.28;6093515;18227;70
3020;PLATE 2X4;6093494/3020;$0.14;6093494;3020;84
87990;MINI WIG NO. 5;6093260/18227;$0.28;6093260;18227;84
15573;PLATE 1X2 W. 1 KNOB;6092599/15573;$0.06;6092599;15573;25
15207;WALL ELEMENT 1X4X1 ABS;6092570/15207;$0.13;6092570;15207;0
3003;BRICK 2X2;6092677/3003;$0.13;6092677;3003;308
3942c;NOSE CONE 2X2X2;6092664/14918;$0.21;6092664;14918;0
60607;LATTIC 1/2 FOR FRAME 1X4X3;6084571/60607;$0.11;6084571;60607;70
85984;ROOF TILE 1 X 2 X 2/3, ABS;6083977/85984;$0.08;6083977;85984;320
98383;MINI MAGIC OIL LAMP;6081658/98383;$0.90;6081658;98383;297
3022;PLATE 2X2;6079617/3022;$0.09;6079617;3022;326
15068;PLATE W. BOW  2X2X2/3;6079007/15068;$0.13;6079007;15068;14
14719;FLAT TILE CORNER 1X2X2;6078641/14719;$0.06;6078641;14719;4
3001;BRICK 2X4;6075626/3001;$0.21;6075626;3001;378
98283;Profile brick 1x2 single gro.;6075617/98283;$0.14;6075617;98283;378
6112;BRICK 1X12;6075179/6112;$0.38;6075179;6112;19
15571;END RIDGED TILE 1X2/45°;6075075/15571;$0.09;6075075;15571;71
14395;BRICK W. BOW 1X5X4;6075066/14395;$0.28;6075066;14395;71
14395;BRICK W. BOW 1X5X4;6075060/14395;$0.28;6075060;14395;72
14395;BRICK W. BOW 1X5X4;6075057/14395;$0.28;6075057;14395;19
3710;PLATE 1X4;6074892/3710;$0.10;6074892;3710;484
3062b;ROUND BRICK 1X1;6074890/3062;$0.06;6074890;3062;484
41879a;MINI LEG;6074870/41879;$0.26;6074870;41879;2
11477;PLATE W. BOW 1X2X2/3;6069984/11477;$0.06;6069984;11477;70
3024;PLATE 1X1;6069887/3024;$0.05;6069887;3024;297
14769;FLAT TILE 2X2, ROUND;6066344/14769;$0.08;6066344;14769;19
6254;ICE CREAM;6061678/6254;$0.36;6061678;6254;27
87087;BRICK 1X1 W. 1 KNOB;6062574/87087;$0.10;6062574;87087;70
2486;BALUSTRADE 1X8X2;6062482/2486;$0.50;6062482;2486;72
973c07h07;MINI UPPER PART NO. 2586;6058788/76382;$1.19;6058788;76382;308
3003;BRICK 2X2;6058085/3003;$0.13;6058085;3003;84
3852b;HAIR BRUSH;6058368/3852;$0.13;6058368;3852;322
14719;FLAT TILE CORNER 1X2X2;6058329/14719;$0.06;6058329;14719;15
3004;BRICK 1X2;6058257/3004;$0.10;6058257;3004;308
3024;PLATE 1X1;6058245/3024;$0.05;6058245;3024;326
3023;PLATE 1X2;6058221/3023;$0.07;6058221;3023;308
61183;ANAKIN WIG;6058193/61183;$0.26;6058193;61183;72
14716;BRICK 1X1X3;6057517/14716;$0.12;6057517;14716;19
3022;PLATE 2X2;6056383/3022;$0.09;6056383;3022;84
93069;MINI BEARD, NO. 10;4609289/93069;$0.66;4609289;93069;15
30150;BOX 3X4;4599378/30150;$0.61;4599378;30150;14
63864;FLAT TILE 1x3;4587840/63864;$0.11;4587840;63864;1
87087;BRICK 1X1 W. 1 KNOB;4583862/87087;$0.10;4583862;87087;1
2819;STEERING WHEEL Ø24;4580510/2819;$0.33;4580510;2819;71
3004;BRICK 1X2;4579659/3004;$0.10;4579659;3004;484
87580;PLATE 2X2 W 1 KNOB;4565394/87580;$0.10;4565394;87580;70
15071;GUN BASE 1X2X2/3 W.KNOB/SHAFT;6051527/15071;$0.61;6051527;15071;0
6182;ARCH 1X4X2;6031056/6182;$0.27;6031056;6182;71
11203;FLAT TILE 2X2 INV.;6013866/11203;$0.10;6013866;11203;15
93223;BEARD FOR MINI FIGURE 2;4610044/93223;$0.58;4610044;93223;15
92084pr0001;"OWL ""NO. 1""";4596335/92648;$1.47;4596335;92648;70
60594;FRAME 1X4X3;4595889/60594;$0.22;4595889;60594;70
970c09;"MINI LOWER PART ""NO. 161""";4586410/73200;$0.58;4586410;73200;85
48336;PLATE 1X2 W. STICK 3.18;4585493/48336;$0.07;4585493;48336;297
4740;SATELLITE DISH Ø16;4585146/4740;$0.05;4585146;4740;4
41539;PLATE 8X8;4570111/41539;$1.26;4570111;41539;28
970c28;MINI LOWER PART;4583501/88584;$1.47;4583501;88584;1
60592;FRAME 1X2X2;4578107/60592;$0.17;4578107;60592;19
3069b;FLAT TILE 1X2;4566688/3069;$0.07;4566688;3069;308
85543;V-BELT Ø15, WHITE;4544140/85543;$2.80;4544140;85543;15
50950;Brick w/bow 1/3;4540280/50950;$0.12;4540280;50950;272
61506;FEDORA HAT;4540107/61506;$0.17;4540107;61506;19
2528;ADMIRAL'S HAT;4539951/2528;$0.23;4539951;2528;0
970c10;MINI LOWER PART;4541496/73200;$0.58;4541496;73200;320
3624;MINI CAP;4541373/3624;$0.44;4541373;3624;320
4079b;SEAT 2X2X2;4538760/4079;$0.19;4538760;4079;288
60808;WALL 1X4X5 W/BOWED SLIT;4537056/60808;$0.57;4537056;60808;71
60593;FRAME 1X2X3;4536521/60593;$0.19;4536521;60593;15
60593;FRAME 1X2X3;4536522/60593;$0.19;4536522;60593;0
2528pr0001;"ADMIRAL'S HAT ""NO 1""";4540699/84639;$1.51;4540699;84639;0
3020;PLATE 2X4;4535928/3020;$0.14;4535928;3020;484
51739;PLATE 2X4X18°;4531412/51739;$0.10;4531412;51739;0
41879a;MINI LEG;4530129/41879;$0.26;4530129;41879;272
3070b;FLAT TILE 1X1;4527526/3070;$0.06;4527526;3070;73
3021;PLATE 2X3;4530028/3021;$0.13;4530028;3021;272
62696;WIG W/LONG PONYTAIL;4527065/62696;$0.45;4527065;62696;308
59900;NOSE CONE SMALL 1X1;4529237/59900;$0.05;4529237;59900;19
4341;FABULAND POT;4525078/4341;$0.47;4525078;4341;0
3068b;FLAT TILE 2X2;4528778/3068;$0.08;4528778;3068;288
3068bpr0139;"FLAT TILE 2X2 ""NO.139";4524449/62721;$0.29;4524449;62721;19
60474;PLATE 4X4 ROUND W. SNAP;4528323/60474;$0.17;4528323;60474;72
30375;SPACE SKELETON BODY;4521512/30375;$0.15;4521512;30375;72
60592;FRAME 1X2X2;4521439/60592;$0.17;4521439;60592;0
60592;FRAME 1X2X2;4521210/60592;$0.17;4521210;60592;15
59443;CROSS AXLE, EXTENSION, 2M;4519010/59443;$0.05;4519010;59443;14
59349;WALL ELEMENT 1x6x5, ABS;4512688/59349;$0.60;4512688;59349;19
3040b;ROOF TILE 1X2/45°;4518557/3040;$0.10;4518557;3040;308
3626c;MINI HEAD;4511896/3626;$0.16;4511896;3626;25
6179;PLATE 4X4 W. 4 KNOBS;4509911/6179;$0.25;4509911;6179;72
60477;ROOF TILE 1X4X1;4515359/60477;$0.15;4515359;60477;15
60479;PLATE 1X12;4514845/60479;$0.23;4514845;60479;0
41879a;MINI LEG;4507055/41879;$0.26;4507055;41879;19
30171;FLYING HELMET;4507049/30171;$0.25;4507049;30171;70
59363;PRINCESS HAIR;4506003/59363;$0.38;4506003;59363;70
59230;SPACE  ARM, ANGLED H.;4505757/59230;$0.10;4505757;59230;0
59349;WALL ELEMENT 1x6x5, ABS;4505068/59349;$0.60;4505068;59349;72
54200;ROOF TILE 1X1X2/3, ABS;4504375/54200;$0.05;4504375;54200;288
54200;ROOF TILE 1X1X2/3, ABS;4504374/54200;$0.05;4504374;54200;272
2446;MINI CRASH HELMET;4298618/30124;$0.18;4298618;30124;1
2446;MINI CRASH HELMET;4298617/30124;$0.18;4298617;30124;4
30340;LIFEBUOY WITH KNOB;4297083/30340;$0.23;4297083;30340;15
2465;BRICK 1X16;4295313/2465;$0.62;4295313;2465;19
973c01h01;MINI UPPER PART NO 1265;4293300/76382;$1.19;4293300;76382;14
54383;RIGHT PLATE 3X6 W. ANGLE;4290150/54383;$0.19;4290150;54383;72
32474;BALL 10.2, W/ CROSS HOLE;4290714/32474;$0.12;4290714;32474;4
6254;ICE CREAM;4286789/6254;$0.36;4286789;6254;191
30357;PLATE 3X3, 1/4 CIRCLE;4283660/30357;$0.17;4283660;30357;70
2449;ROOF TILE 1X2X3/74° INV.;4264755/2449;$0.23;4264755;2449;70
32187;MIDDLE RING;4278756/32187;$0.18;4278756;32187;71
30375;SPACE SKELETON BODY;4262538/30375;$0.15;4262538;30375;19
2343;CUP WITHOUT WREATH;4261919/6269;$0.13;4261919;6269;71
30031;HANDLE W. 3.18 STICK;4261908/30031;$0.10;4261908;30031;72
973c22h01;"MINI UPPER PART ""NO. 1175""";4275872/76382;$1.19;4275872;76382;4
973c28h01;"MINI UPPER PART ""NO. 1162""";4275815/76382;$1.19;4275815;76382;1
41879a;MINI LEG;4270443/41879;$0.26;4270443;41879;70
30031;HANDLE W. 3.18 STICK;4258308/30031;$0.10;4258308;30031;71
4599b;TAP Ø4.9/6.4;4256320/4599;$0.06;4256320;4599;14
6636;FLAT TILE 1X6;4252437/6636;$0.13;4252437;6636;272
2445;PLATE 2X12;4225700/2445;$0.36;4225700;2445;70
3036;PLATE 6X8;4251796/3036;$0.67;4251796;3036;28
49668;PLATE 1X1 W/TOOTH;4224793/49668;$0.06;4224793;49668;19
3036;PLATE 6X8;4223729/3036;$0.67;4223729;3036;70
30044;WINDOW FRAME 1X2X2 2/3;4247139/30044;$0.28;4247139;30044;15
3034;PLATE 2X8;4246957/3034;$0.25;4246957;3034;28
3852b;HAIR BRUSH;4243668/3852;$0.13;4243668;3852;191
3045;CORNER BRICK 2X2/45° OUTSIDE;4233370/3045;$0.13;4233370;3045;15
3040bpr0003;ROOF TILE 1X2 45° NO. 3;4228198/50344;$0.87;4228198;50344;71
3633;FENCE 1X4X1;4219725/3633;$0.18;4219725;3633;72
970c35;MINI LOWER PART;4226869/73200;$0.58;4226869;73200;288
3046a;CORNER BRICK 2X2/45° INSIDE;4218890/3046;$0.17;4218890;3046;0
48336;PLATE 1X2 W. STICK 3.18;4217562/48336;$0.07;4217562;48336;19
30367c;FINAL BRICK 2X2;4216652/30367;$0.13;4216652;30367;15
3045;CORNER BRICK 2X2/45° OUTSIDE;4216250/3045;$0.13;4216250;3045;71
4595;MOTOR 1X2X2/3;4211502/4595;$0.26;4211502;4595;71
