part_num;Name;Serial;Price;element_id;design_id;color_id
3626cpr3871;MINI HEAD, NO. 3871;6404018/100317;$0.30;6404018;100317;92
3626cpr3867;MINI HEAD, NO. 3867;6404015/100314;$0.30;6404015;100314;92
90398;MINI FIGURE TROPHY;6403998/53017;$0.26;6403998;53017;308
2435;SPRUCE TREE, SMALL;6403580/2435;$0.72;6403580;2435;288
80543;BRICK W/ BOW 1X4X3;6403585/80543;$0.35;6403585;80543;71
39802;AXE, NO. 2;6401960/39802;$0.35;6401960;39802;71
79757;PLATE 2X2X2/3, OUTSIDE BOW;6403579/79757;$0.15;6403579;79757;71
3024;PLATE 1X1;6401817/3024;$0.05;6401817;3024;10
30093;SEE GRASS;6401022/30093;$0.26;6401022;30093;28
86996;PLATE 1X1X2/3;6401023/86996;$0.09;6401023;86996;71
79756;PLATE 1X4X2/3, OUTSIDE BOW;6402876/79756;$0.13;6402876;79756;71
32607;PLANT, W/ PLATE 1X1, NO. 1;6400754/32607;$0.05;6400754;32607;288
1751;TILE 4X4;6400128/1751;$0.47;6400128;1751;15
1748;TILE 1X2, W/ 1/2 CIRCLE;6400114/1748;$0.14;6400114;1748;15
1747;PLANT, W/ 3.2 SHAFT, NO. 4;6400112/1747;$0.24;6400112;1747;10
75937;PARABOLIC RING;6397889/75937;$0.19;6397889;75937;71
2446;MINI CRASH HELMET;6399633/30124;$0.15;6399633;30124;71
3626cpr3809;MINI HEAD, NO. 3809;6393400/1796;$0.30;6393400;1796;1088
20482;PLATE 1X1, W/ 3.2 SHAFT AND 1.5 HOLE;6392975/31561;$0.04;6392975;31561;288
32828;PLATE 1X1 ROUND W/ HORIZONTAL 3.2 SHAFT;6392974/32828;$0.04;6392974;32828;288
3626cpr3816;MINI HEAD, NO. 3816;6391712/78583;$0.30;6391712;78583;14
50665;MINI HELMET, NO. 243;6390834/50665;$0.27;6390834;50665;15
86996;PLATE 1X1X2/3;6388133/86996;$0.09;6388133;86996;72
20310;DESIGN BRICK 1X1X2;6388131/20310;$0.19;6388131;20310;72
24246;FLAT TILE 1X1, 1/2 CIRCLE;6362252/35399;$0.03;6362252;35399;72
78329;PLATE 1X5;6372029/78329;$0.19;6372029;78329;71
35480;PLATE 1X2, ROUNDED, NO. 1;6303004/35480;$0.06;6303004;35480;378
27150;UMBRELLA NO. 1;6359834/77042;$0.20;6359834;77042;29
970c28pr2371;MINI LOWER PART, NO. 2371;6351814/79262;$0.46;6351814;79262;4
970c27pr2370;MINI LOWER PART, NO. 2370;6343017/78251;$0.45;6343017;78251;4
67037;MINI HELMET, NO. 288;6317230/67037;$0.72;6317230;67037;1103
3846pr0044;MINI SHIELD, NO. 28;6428494/102330;$1.10;6428494;102330;71
973c27h01pr6228;MINI UPPER PART, NO. 6228;6405994/76382;$1.10;6405994;76382;288
2594;VISIR;6403581/2594;$0.37;6403581;2594;179
2594;VISIR;6400204/2594;$0.37;6400204;2594;297
3747b;ROOF TILE 2X3/25° INV.;6435928/2752;$0.20;6435928;2752;0
25059;RAIL 2X16, W/ 3.2 SHAFT;6385493/25059;$1.35;6385493;25059;191
26561;RAIL 2X8X6, SLOPE, W/ 3.2 SHAFT;6385491/26561;$0.97;6385491;26561;191
80566;RAIL 13X13X3 1/3, 1/4 CIRCLE;6369921/80566;$1.81;6369921;80566;191
80564;RAIL 4X12X10, 1/4 LOOP, W/ 3.2 SHAFT;6369920/80564;$1.93;6369920;80564;191
973c22h01pr6191;MINI UPPER PART, NO. 6191;6402701/76382;$1.20;6402701;76382;2
36841;PLATE 1X1, W/ 1.5 PLATE 1X1, DOWNWARDS;6401027/36841;$0.05;6401027;36841;70
973c27h01pr6177;MINI UPPER PART, NO. 6177;6400766/76382;$1.04;6400766;76382;19
62696;WIG W/LONG PONYTAIL;6400762/62696;$0.45;6400762;62696;29
973e117pr6175;MINI UPPER PART, NO. 6175;6400760/76382;$1.10;6400760;76382;15
98283;Profile brick 1x2 single gro.;6400283/98283;$0.11;6400283;98283;288
3626cpr3769;MINI HEAD, NO. 3769;6400668/100108;$0.26;6400668;100108;14
27145;MINI EQUIPMENT, NO. 2;6400251/27145;$0.11;6400251;27145;308
65578;HANDLE, NO. 1;6400315/65578;$0.10;6400315;65578;84
970c60;MINI LOWER PART;6400045/73200;$0.58;6400045;73200;1050
3833;MINI CONTRACTOR'S HELMET;6399998/3833;$0.12;6399998;3833;1062
973c20h01pr6141;MINI UPPER PART, NO. 6141;6399357/76382;$1.27;6399357;76382;70
973c03h01pr6142;MINI UPPER PART, NO. 6142;6399355/76382;$1.19;6399355;76382;72
41835pr0001;BIRD, NO. 20;6399031/100043;$1.16;6399031;100043;4
14719;FLAT TILE CORNER 1X2X2;6398654/14719;$0.07;6398654;14719;28
61976;SHOULDER BAG;6398599/61976;$0.17;6398599;61976;272
32607;PLANT, W/ PLATE 1X1, NO. 1;6398008/32607;$0.06;6398008;32607;326
19119;STALK W. 1,5 SHAFT AND 3,2 SHAFT;6398343/19119;$0.21;6398343;19119;288
970c46;MINI LOWER PART;6397830/73200;$0.58;6397830;73200;3
91405;PLATE 16X16;6397826/91405;$2.61;6397826;91405;2
1126;TILE 1X2, 1/2 CIRCLE;6397819/1126;$0.11;6397819;1126;19
11211;BRICK 1X2 W. 2 KNOBS;6397820/11211;$0.13;6397820;11211;70
78666;BRICK 1X2, OUTSIDE HALF ARCH, NO. 1;6396791/78666;$0.11;6396791;78666;71
973c27h01pr6079;MINI UPPER PART, NO. 6079;6396788/76382;$1.19;6396788;76382;15
85832pr0001;MINI WIG, NO. 357;6396625/1893;$6.86;6396625;1893;26
41835;BIRD, NO. 9;6395754/41835;$0.30;6395754;41835;4
3626cpr3759;MINI HEAD, NO. 3759;6395411/84555;$0.26;6395411;84555;14
21459;NINJA SWORD;6394569/21459;$0.14;6394569;21459;45
64647;FEATHER;6393847/28661;$0.24;6393847;28661;4
4495b;STREAMER;6393668/4495;$0.21;6393668;4495;191
37614;MINI ARMOUR, NO. 12;6392222/37614;$0.71;6392222;37614;85
49577;PLANT, W/ 3.2 SHAFT, NO. 2;6390725/49577;$0.41;6390725;49577;26
26047;PLATE 1X1 ROUND W/ 3.2 SHAFT;6388119/26047;$0.04;6388119;26047;72
1566;PLANT, W/ 3.2 SHAFT, NO. 1;6388070/1566;$0.17;6388070;1566;10
2417;LIMB ELEMENT;6387139/2417;$0.22;6387139;2417;378
42509;GLASS FOR FRAME 1X6X6;6386637/42509;$0.69;6386637;42509;47
3626cpr3739;MINI HEAD, NO. 3739;6384058/98336;$0.26;6384058;98336;14
86876;BRICK 1X2 W/ 1 KNOB;6383177/86876;$0.20;6383177;86876;71
3021;PLATE 2X3;6359717/3021;$0.13;6359717;3021;484
64647;FEATHER;6344245/28661;$0.17;6344245;28661;0
67900pr0001;ANIMAL, NO. 148;6317057/69599;$1.77;6317057;69599;84
3070b;FLAT TILE 1X1;6316569/3070;$0.04;6316569;3070;212
1569pr0001;SHEEP, NO. 7;6319748/69998;$1.57;6319748;69998;15
3846pr0041;MINI SHIELD, NO. 15;6315053/69360;$0.92;6315053;69360;70
970c24pr2359;MINI LOWER PART, NO. 2359;6319295/69914;$0.66;6319295;69914;379
64452pr0001;COW, NO. 6;6317293/69673;$6.86;6317293;69673;84
91405;PLATE 16X16;6306097/91405;$2.61;6306097;91405;0
3297;ROOF TILE 3X4/25 DEG.;6435854/3016;$0.32;6435854;3016;0
2821;BOX 2X2, BOTTOM, NO. 1;6435640/2821;$0.29;6435640;2821;84
87994;SHAFT 3M Ø3.2;6428805/17715;$0.05;6428805;17715;70
87994;SHAFT 3M Ø3.2;6428803/17715;$0.05;6428803;17715;15
76959;ROOF TILE 2X2/45 INV.;6425510/76959;$0.14;6425510;76959;70
76959;ROOF TILE 2X2/45 INV.;6425507/76959;$0.14;6425507;76959;0
32532;6X8 BRICK, DIA. 4,85;6421513/1680;$1.14;6421513;1680;71
3676;ROOF TILE CORN. INVERT.2X2/45°;6403373/3676;$0.20;6403373;3676;0
25269;1/4 CIRCLE TILE 1X1;6400305/25269;$0.04;6400305;25269;379
10050;FIGUR SWORD NO 1;6398659/10050;$0.18;6398659;10050;297
24946;EGG NO. 1;6398468/24946;$0.12;6398468;24946;158
92081;MINI WIG NO. 11;6397185/92081;$0.17;6397185;92081;25
98138;FLAT TILE 1X1, ROUND;6397157/35380;$0.04;6397157;35380;288
99563;GOLD INGOT;6396922/99563;$0.05;6396922;99563;484
98385;MINI WIG NO. 18;6396921/18228;$0.25;6396921;18228;308
15279;GRASS, W/ 3.2 TUBE;6396754/31576;$0.12;6396754;31576;288
93552pat0003;MINI BRUSH;6396678/65695;$0.39;6396678;65695;70
69779;GEAR WHEEL Z20;6396480/69779;$0.35;6396480;69779;321
69778;GEAR WHEEL Z12;6396479/69778;$0.20;6396479;69778;1
61506;FEDORA HAT;6396165/61506;$0.17;6396165;61506;308
89678;4.85 BUSH FRICTION W/ KNOB;6395635/89678;$0.08;6395635;89678;72
33320;FROG;6395622/28841;$0.11;6395622;28841;26
2586;BATTLE SHIELD;6395620/2586;$0.17;6395620;2586;15
92746;LUKE SKYWALKER WIG;6394674/92746;$0.28;6394674;92746;28
52686pat0005;MINI WIG, W/ HAT, NO. 18;6393922/52686;$0.45;6393922;52686;70
6141;PLATE 1X1 ROUND;6391270/6141;$0.05;6391270;6141;92
77808;BRICK1X2, ROUNDED, W/ 3.2 SHAFT, NO. 1;6390673/77808;$0.28;6390673;77808;72
4274;CONNECTOR PEG W. KNOB;6388018/4274;$0.04;6388018;4274;15
67491;FRAME 3X19;6377025/67491;$3.23;6377025;67491;0
98374;MINI POT;6363146/79807;$0.89;6363146;79807;1103
83345;MINI WIG, NO. 353;6371960/83345;$2.03;6371960;83345;0
65753;MINI CLOTHING, NO. 17;6359881/78134;$0.22;6359881;78134;0
79756;PLATE 1X4X2/3, OUTSIDE BOW;6370959/79756;$0.15;6370959;79756;0
85974;MINI WIG NO. 4;6356348/85974;$0.29;6356348;85974;19
88283;MINI WIG NO. 8;6354071/88283;$0.22;6354071;88283;70
21269;MINI WIG NO. 103;6334236/21269;$0.90;6334236;21269;15
36036;MINI SKIRT, NO. 3;6331221/36036;$0.29;6331221;36036;288
3024;PLATE 1X1;6330584/3024;$0.05;6330584;3024;92
3069b;FLAT TILE 1X2;6326011/3069;$0.07;6326011;3069;288
3069b;FLAT TILE 1X2;6100158/3069;$0.08;6100158;3069;326
78132;SKELETON BODY W SHAFT 3.2;6359891/78132;$0.25;6359891;78132;15
76959;ROOF TILE 2X2/45 INV.;6435857/76959;$0.14;6435857;76959;71
33172;CARROT;6398503/20086;$0.10;6398503;20086;30
77183;MINI WINGS NO. 7;6369006/77183;$0.71;6369006;77183;297
2423;LIMB ELEMENT, SMALL;6328339/2423;$0.13;6328339;2423;378
1927;HINGE PLATE 1X2, NO. 2;6416526/1927;$0.27;6416526;1927;72
1927;HINGE PLATE 1X2, NO. 2;6416444/1927;$0.27;6416444;1927;0
2646;MINI WIG, NO. 365;6409770/2646;$0.22;6409770;2646;0
2631;MINI WIG, NO. 371;6409759/2631;$0.27;6409759;2631;226
2645;MINI WIG, NO. 366;6409769/2645;$0.39;6409769;2645;320
3838a;MINI OXYGEN BOTTLES;6295186/3838;$0.21;6295186;3838;25
3626c;MINI HEAD;6294900/3626;$0.16;6294900;3626;212
21269;MINI WIG NO. 103;6234738/21269;$0.52;6234738;21269;71
3626c;MINI HEAD;6334073/3626;$0.16;6334073;3626;10
80686pr0002;CAT, NO. 25;6405725/100552;$1.46;6405725;100552;15
98138;FLAT TILE 1X1, ROUND;6396247/35381;$0.05;6396247;35381;2
98138pr9986;FLAT TILE 1X1, ROUND, NO. 196;6395410/84554;$0.13;6395410;84554;84
973c29h01pr5998;MINI UPPER PART, NO. 5998;6392156/76382;$1.15;6392156;76382;212
970c37;MINI LOWER PART;6392168/73200;$0.59;6392168;73200;26
973c06h01pr5997;MINI UPPER PART, NO. 5997;6392114/76382;$1.14;6392114;76382;10
973c14h01pr5994;MINI UPPER PART, NO. 5994;6392064/76382;$1.04;6392064;76382;15
973c27h01pr5993;MINI UPPER PART, NO. 5993;6392062/76382;$1.04;6392062;76382;15
973c04h01pr5976;MINI UPPER PART, NO. 5976;6389899/76382;$1.15;6389899;76382;321
62696;WIG W/LONG PONYTAIL;6391869/62696;$0.46;6391869;62696;19
3626cpr3515;MINI HEAD, NO. 3515;6407746/100637;$0.26;6407746;100637;19
64951;TUB;6388641/64951;$0.39;6388641;64951;15
24307;RIGHT PLATE 2x2 27DEG;6385262/24307;$0.09;6385262;24307;70
27925pr0012;TILE 2X2, W/ BOW, NO. 12;6382797/96244;$0.81;6382797;96244;272
3626cpr3375;MINI HEAD, NO. 3375;6384853/99045;$0.26;6384853;99045;14
3626cpr3671;MINI HEAD, NO. 3671;6384570/98832;$0.26;6384570;98832;14
19859pat0007;MINI GHOST LOWER PART;6381706/82434;$1.00;6381706;82434;52
19859pat0007;MINI GHOST LOWER PART;6381703/82434;$1.00;6381703;82434;47
98138pr0283;FLAT TILE 1X1, ROUND, NO. 178;6375358/84438;$0.13;6375358;84438;297
78301;MINI WIG, NO. 331;6343688/78301;$0.92;6343688;78301;0
54200pr0005;ROOF TILE 1X1X2/3, NO. 6;6338182/77573;$0.92;6338182;77573;14
90370pr0007;MICROPHONE, W/ SHAFT, DIA. 3.2, NO. 8;6327722/73467;$0.53;6327722;73467;0
3626cpr3105;MINI HEAD, NO. 3105;6289408/66741;$0.26;6289408;66741;70
21269;MINI WIG NO. 103;6239883/21269;$0.90;6239883;21269;484
3626cpr1807;"MINI HEAD NO ""1807""";6127307/23952;$0.26;6127307;23952;70
62885;SUBMACHINE GUN Ø3.2 SHAFT;6103643/62885;$0.15;6103643;62885;0
3068bpr0197;"FLAT TILE 2X2 ""NO. 197""";4633881/97350;$0.38;4633881;97350;28
4728;FLOWER TRANSPARENT;4142898/30657;$0.36;4142898;30657;45
3062b;ROUND BRICK 1X1;6363601/35390;$0.06;6363601;35390;1055
41201pat0002;MINI HEAD, NO. 2847;6353601/41201;$0.80;6353601;41201;71
23945pat0002;HOURGLASS;6353089/23945;$0.71;6353089;23945;47
73590c03a;SPIRAL TUBE W/ TUBE STUD;6327402/72375;$0.55;6327402;72375;0
2412b;"LATTICE PLATE 1X2 ""NO. 1000""";6051422/15561;$0.19;6051422;15561;80
90398;MINI FIGURE TROPHY;6299492/53017;$0.30;6299492;53017;15
15068;PLATE, W/ BOW 2X2X2/3, NO. 47;6345724/78565;$0.56;6345724;78565;80
46537;ARROW W/ 3.2 SHAFT;6307940/46537;$2.04;6307940;46537;71
3069b;FLAT TILE 1X2, NO. 263;6265247/54285;$0.29;6265247;54285;82
98138;FLAT TILE 1X1, ROUND;6299900/35380;$0.04;6299900;35380;1053
39802pr0001;AXE, NO. 2;6248542/39802;$0.69;6248542;39802;179
38648pat0001;MAGNIFYING GLASS;6325525/38648;$0.69;6325525;38648;0
35660pat0001;MINI HAT, NO. 56;6223059/35660;$1.13;6223059;35660;4
16606pat0001pr0001;ANIMAL NO. 17 - DECO NO. 1;6076467/17817;$2.76;6076467;17817;15
65080pat0001;GAME CONTROLLER;6285528/65080;$0.43;6285528;65080;15
90398;MINI FIGURE TROPHY;6299494/53017;$0.30;6299494;53017;72
36933pr0001;MINI HAT, NO. 71;6224753/36933;$1.04;6224753;36933;19
90398;MINI FIGURE TROPHY;6335936/53017;$0.30;6335936;53017;378
90398;MINI FIGURE TROPHY;6335932/53017;$0.30;6335932;53017;297
44865;BRICK 1X2 W. HORIZONTAL SNAP;6321770/44865;$0.32;6321770;44865;71
68495pat0001;CUP, NO. 1006;6306748/68495;$0.65;6306748;68495;47
92851;WHEEL FOR BICYCLE W/ TYRE;6163986/28578;$1.02;6163986;28578;47
6141;"ROUND PLATE 1X1 ""NO. 1000""";6051507/15570;$0.12;6051507;15570;80
69971pr0001;MINI HELMET, NO. 328;6380157/69971;$0.97;6380157;69971;1062
85959pat0003;FLAME 7M SHAFT Ø3,2;6172283/28577;$0.73;6172283;28577;36
90398;MINI FIGURE TROPHY;6335910/53017;$0.30;6335910;53017;0
90398;MINI FIGURE TROPHY;6301335/53017;$0.30;6301335;53017;320
98138;FLAT TILE 1X1, ROUND;6302964/35380;$0.04;6302964;35380;1055
65630;WHEEL, DIA. 14.4 W/ 1.9 AXLE;6285598/65630;$0.54;6285598;65630;71
3844;"MINI KNIGHTS HELMET ""NO. 1000""";6051870/15606;$0.21;6051870;15606;80
51283;MINI HELMET, NO. 253;6324167/51283;$0.50;6324167;51283;1053
99563;GOLD INGOT, NO. 2;6294492/67117;$0.26;6294492;67117;82
3069b;FLAT TILE 1X2, NO. 219;6217492/37293;$0.27;6217492;37293;80
98138;FLAT TILE 1X1, ROUND;6376825/35381;$0.03;6376825;35381;1062
65092;DESIGN PLATE, 1X1X2/3, NO.3;6287309/65092;$0.10;6287309;65092;1055
70694c03;ARROW W/ 3.2 SHAFT, NO. 2;6325437/70694;$2.44;6325437;70694;41
93552pat0001;MINI BRUSH;6359668/65695;$0.39;6359668;65695;70
59900;NOSE CONE SMALL 1X1;6337455/28701;$0.08;6337455;28701;1061
44865;BRICK 1X2 W. HORIZONTAL SNAP;6393322/44865;$0.33;6393322;44865;0
49656pat0001;ROCK CRYSTAL, NO. 1002;6264092/49656;$0.49;6264092;49656;28
93552pat0002;MINI BRUSH;6359662/65695;$0.39;6359662;65695;70
18899pr0001;HELMET NO. 68;6100921/18899;$0.98;6100921;18899;4
27062pat0002;BIRD, NO. 1;6178520/27062;$0.70;6178520;27062;14
44865;BRICK 1X2 W. HORIZONTAL SNAP;6321769/44865;$0.32;6321769;44865;72
22385;FLAT TILE 2X3 W/ ANGLE, NO. 3;6294551/67130;$0.56;6294551;67130;82
90398;MINI FIGURE TROPHY;6301330/53017;$0.30;6301330;53017;272
59349;WALL ELEMENT 1X6X5;6363107/35286;$0.83;6363107;35286;1055
52686pat0004;MINI WIG, W/ HAT, NO. 18;6371949/52686;$0.45;6371949;52686;0
53451;HORN W. SHAFT Ø 3.2;6270111/88513;$0.07;6270111;88513;28
53451;HORN W. SHAFT Ø 3.2;6270109/88513;$0.07;6270109;88513;297
53451;HORN W. SHAFT Ø 3.2;6063671/88513;$0.07;6063671;88513;19
6091;BRICK 1X1X1 1/3, W/ ARCH;6411329/32807;$0.09;6411329;32807;19
6091;BRICK 1X1X1 1/3, W/ ARCH;6411330/32807;$0.09;6411330;32807;320
6091;BRICK 1X1X1 1/3, W/ ARCH;6411327/32807;$0.09;6411327;32807;72
98374;MINI POT;6408710/79807;$0.38;6408710;79807;70
78258;SHAFT 2M DIA. 3.2 W/ STOP;6371584/78258;$0.10;6371584;78258;0
49307;PLATE 1X1X2/3, OUTSIDE BOW;6371437/49307;$0.05;6371437;49307;70
87693;MINI FEATHER;6406416/79806;$0.07;6406416;79806;4
87693;MINI FEATHER;6406415/79806;$0.07;6406415;79806;15
98128;MINI HELMET, NO. 448;6401207/80626;$0.55;6401207;80626;0
80679pr0003;SQUIRREL, NO. 6;6390506/67989;$1.60;6390506;67989;71
26066;MINI COLLAR NO 3;6396958/78127;$0.46;6396958;78127;15
79811;MINI CLEAVER W/ DIA. 3,2, SHAFT;6395769/79811;$0.12;6395769;79811;0
973c29h01pr5967;MINI UPPER PART, NO. 5967;6387994/76382;$1.15;6387994;76382;212
86996;PLATE 1X1X2/3;6388352/86996;$0.09;6388352;86996;0
973c10h01pr5960;MINI UPPER PART, NO. 5960;6387922/76382;$1.15;6387922;76382;320
973c29h01pr5955;MINI UPPER PART, NO. 5955;6386209/76382;$1.15;6386209;76382;212
80682;MINI WIG, NO. 337;6385999/80682;$0.76;6385999;80682;308
973c25h27pr5890;MINI UPPER PART, NO. 5890;6385228/76382;$1.15;6385228;76382;378
80679pr0001;SQUIRREL, NO. 4;6384077/98480;$1.57;6384077;98480;484
3626cpr3661;MINI HEAD, NO. 3661;6384076/98479;$0.26;6384076;98479;14
98138pr0197;FLAT TILE 1X1, ROUND, NO. 197;6384069/98461;$0.13;6384069;98461;47
86996;PLATE 1X1X2/3;6383985/86996;$0.10;6383985;86996;15
86876;BRICK 1X2 W/ 1 KNOB;6383982/86876;$0.20;6383982;86876;15
78666;BRICK 1X2, OUTSIDE HALF ARCH, NO. 1;6383295/78666;$0.11;6383295;78666;19
65578;HANDLE, NO. 1;6382575/65578;$0.10;6382575;65578;2
24866;FLOWER 1X1;6382540/24866;$0.03;6382540;24866;1
91405;PLATE 16X16;6382507/91405;$2.61;6382507;91405;378
6141;PLATE 1X1 ROUND;6382504/6141;$0.05;6382504;6141;323
973c43h01pr5894;MINI UPPER PART, NO. 5894;6382240/76382;$1.17;6382240;76382;29
28588;SNAKE W/ 3.2 SHAFT NO. 1;6380639/28588;$0.14;6380639;28588;0
79389;PLATE 1X1, W/ 1.5 PLATE 1X2, DOWNWARDS;6380236/79389;$0.11;6380236;79389;0
32607;PLANT, W/ PLATE 1X1, NO. 1;6378797/32607;$0.06;6378797;32607;191
973c06h01pr5884;MINI UPPER PART, NO. 5884;6378414/76382;$1.14;6378414;76382;10
973c27h01pr5883;MINI UPPER PART, NO. 5883;6378366/76382;$1.04;6378366;76382;15
89678;4.85 BUSH FRICTION W/ KNOB;6378120/89678;$0.08;6378120;89678;4
80686pr0002;CAT, NO. 16;6375490/84786;$1.46;6375490;84786;72
36841;PLATE 1X1, W/ 1.5 PLATE 1X1, DOWNWARDS;6374192/36841;$0.05;6374192;36841;19
79389;PLATE 1X1, W/ 1.5 PLATE 1X2, DOWNWARDS;6374151/79389;$0.11;6374151;79389;19
93563;MINI FIGURE, WIG NO. 16;6373902/79914;$0.55;6373902;79914;25
80677;DESIGN PLATE 3X3;6373590/80677;$0.37;6373590;80677;41
79808;KITCHEN EQUIPMENT, NO. 2;6372781/79808;$0.21;6372781;79808;71
40379;TIP OF THE TAIL Ø6,47;6372430/40379;$0.20;6372430;40379;70
53126;MINI WIG, NO. 267;6372359/53126;$0.48;6372359;53126;308
27261;DESIGN, PLATE 2X3, ROCK, NO. 1;6372265/27261;$0.18;6372265;27261;84
10509pr0008;ANIMAL NO.11;6370297/10509;$5.08;6370297;10509;484
88489;HUNTER'S HAT;6370037/88489;$1.03;6370037;88489;1
3005;BRICK 1X1;6369191/3005;$0.07;6369191;3005;78
3004;BRICK 1X2;6369189/3004;$0.10;6369189;3004;78
3023;PLATE 1X2;6369188/3023;$0.07;6369188;3023;78
3068bpr0582;FLAT TILE 2X2, NO. 582;6366172/80817;$0.29;6366172;80817;19
79811;MINI CLEAVER W/ DIA. 3,2, SHAFT;6363149/79811;$0.12;6363149;79811;179
79735;CHOPSTICKS, NO. 1;6361361/79735;$0.07;6361361;79735;28
98138pr0274;FLAT TILE 1X1, ROUND, NO. 176;6361438/80058;$0.11;6361438;80058;0
79743;CUPCAKE, NO. 1;6361352/79743;$0.48;6361352;79743;323
26066;MINI COLLAR NO 3;6360029/78127;$0.46;6360029;78127;19
14696;1 MODULE, CHAIN LINK;6348019/14696;$0.08;6348019;14696;297
98138;FLAT TILE 1X1, ROUND;6343472/35381;$0.04;6343472;35381;92
99563;GOLD INGOT;6331867/99563;$0.05;6331867;99563;288
68504;CUP, NO. 1008;6323033/68504;$0.19;6323033;68504;182
2417;LIMB ELEMENT;6195274/2417;$0.22;6195274;2417;29
99563;GOLD INGOT;6372479/99563;$0.05;6372479;99563;379
61183;ANAKIN WIG;6371593/61183;$0.30;6371593;61183;10
67688;BEARING ELEMENT 2X2, SINGLE;6371448/67688;$0.48;6371448;67688;71
67688;BEARING ELEMENT 2X2, SINGLE;6371450/67688;$0.48;6371450;67688;0
973c10h02pr0001;MINI UPPER PART, NO. 5822;6371089/76382;$1.32;6371089;76382;320
32449;LEVER 1X4, WITHOUT NOTCH;6370947/63782;$0.18;6370947;63782;71
62810;WIG BOY;6370982/62810;$0.14;6370982;62810;19
79730;DOOR 4X6, W/ CUT OUT, NO. 1;6369367/79730;$0.86;6369367;79730;15
80908;MINI DOLL WIG, NO. 52;6370536/80908;$0.54;6370536;80908;0
80674;BUTTERFLY, NO. 1;6370534/80674;$0.12;6370534;80674;191
80911;MINI DOLL WIG, NO. 53;6370531/80911;$0.61;6370531;80911;0
23187;MINI WIG, NO. 106;6370398/23187;$0.60;6370398;23187;308
55236;Tail Ø 3,2;6369999/55236;$0.18;6369999;55236;288
64847;COW HORN;6368620/67258;$0.08;6368620;67258;19
78666;BRICK 1X2, OUTSIDE HALF ARCH, NO. 1;6369578/78666;$0.11;6369578;78666;0
62810;WIG BOY;6368591/62810;$0.14;6368591;62810;84
973c09h09;MINI UPPER PART;6368548/76382;$1.19;6368548;76382;85
973c36h36;MINI UPPER PART;6368547/76382;$1.19;6368547;76382;5
970c29;MINI LOWER PART;6368313/73200;$0.58;6368313;73200;212
23187;MINI WIG, NO. 106;6368304/23187;$0.60;6368304;23187;5
87991;MINI WIG NO. 6;6368303/18226;$0.29;6368303;18226;15
973c34h34;MINI UPPER PART;6368253/76382;$1.19;6368253;76382;25
3626c;MINI HEAD;6366741/3626;$0.16;6366741;3626;1
78666;BRICK 1X2, OUTSIDE HALF ARCH, NO. 1;6365885/78666;$0.11;6365885;78666;70
30374;LIGHT SWORD BLADE;6365618/28697;$0.09;6365618;28697;47
87990;MINI WIG NO. 5;6365482/18227;$0.28;6365482;18227;0
27186;MINI WIG, NO. 122;6365025/27186;$0.22;6365025;27186;29
6632;TECHNIC LEVER 3M;6364452/65123;$0.26;6364452;65123;72
53454;AXE HEAD W HOLE Ø 3.2;6363145/79805;$0.23;6363145;79805;179
79389;PLATE 1X1, W/ 1.5 PLATE 1X2, DOWNWARDS;6362975/79389;$0.11;6362975;79389;71
25269;1/4 CIRCLE TILE 1X1;6362967/25269;$0.04;6362967;25269;28
973c22h27pr5787;MINI UPPER PART, NO. 5787;6362428/76382;$1.04;6362428;76382;4
973c46h01pr5788;MINI UPPER PART, NO. 5788;6362427/76382;$1.15;6362427;76382;3
3023;PLATE 1X2;6362254/3023;$0.07;6362254;3023;212
98138pr0255;FLAT TILE 1X1, ROUND, NO. 174;6361753/80121;$0.15;6361753;80121;19
3626cpr3561;MINI HEAD, NO. 3561;6361751/80109;$0.26;6361751;80109;14
39739;TILE 1X1, HEART, NO. 1;6361663/39739;$0.08;6361663;39739;15
79741;FORK, NO. 1;6361354/79741;$0.09;6361354;79741;179
79736;WATERING CAN, NO. 1;6361353/79736;$0.34;6361353;79736;27
32123b;1/2 BUSH;6360263/42136;$0.04;6360263;42136;15
18031;MINI LONG SWORD;6351360/18031;$0.19;6351360;18031;0
15712;PLATE 1X1 W. UP RIGHT HOLDER;6360078/44842;$0.12;6360078;44842;19
32198;BEVEL GEAR Z20;6359714/32198;$0.54;6359714;32198;71
30357;PLATE 3X3, 1/4 CIRCLE;6359697/30357;$0.17;6359697;30357;484
66913;MINI ACCESSORY, NO. 15;6359875/78135;$0.23;6359875;78135;3
88704;WHIP LONG, STICK DIA.3.2;6359864/75216;$0.56;6359864;75216;70
35787;TILE 2X2, W/ DEG. 45 CUT;6351892/35787;$0.08;6351892;35787;4
3626cpr3540;MINI HEAD, NO. 3540;6351352/79216;$0.26;6351352;79216;14
3626cpr3508;MINI HEAD, NO. 3508;6350870/79156;$0.26;6350870;79156;78
36036pr0029;MINI SKIRT, NO. 29;6350869/79155;$1.52;6350869;79155;288
973c01h01pr5641;MINI UPPER PART, NO. 5641;6350675/76382;$1.20;6350675;76382;84
92746;LUKE SKYWALKER WIG;6350613/92746;$0.28;6350613;92746;297
3626cpr1229;MINI HEAD, NO. 3555;6350457/79116;$0.26;6350457;79116;14
3844;MINI KNIGHTS HELMET;6349975/3844;$0.21;6349975;3844;15
